Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days)
679319,7495.42,347.2,1.1545,0.4522,186.0,44.0,52.0,90.0,5.403
864304,13439.0,424.46,1.604,1.2988,125.0,11.0,106.0,8.0,1.568
302673,4110.54,36.12,1.37,0.0,0.0,0.0,0.0,0.0,0.0
539095,6165.4,191.85,1.1792,0.1965,14.0,0.0,11.0,3.0,5.714
274673,650.58,5.75,0.239,0.1405,3.0,0.0,0.0,3.0,0.0
794419,23271.95,230.85,2.9585,6.1138,1.0,0.0,0.0,1.0,0.0
707693,29075.52,89.9,4.1212,2.6731,9.0,0.0,9.0,0.0,3.556
492759,4728.97,43.17,0.9685,1.9178,6.0,0.0,1.0,5.0,0.333
566277,4991.27,69.88,0.8938,0.754,160.0,15.0,94.0,51.0,2.444
812558,1520.28,63.3,0.1949,0.1101,47.0,45.0,1.0,1.0,0.617
573481,363.25,9.3,0.065,0.0505,114.0,6.0,43.0,55.0,0.632
1141705,16221.05,505.33,1.465,0.7012,40.0,2.0,35.0,3.0,0.725
720354,48269.24,239.23,6.734,4.9989,3.0,0.0,1.0,2.0,0.0
460522,2507.19,36.35,0.5523,0.5798,13.0,3.0,3.0,7.0,0.0
1029677,3582.48,168.41,0.3643,0.9215,65.0,12.0,43.0,10.0,11.277
448696,4514.69,61.13,1.0198,0.0,0.0,0.0,0.0,0.0,0.0
1012203,7568.44,19.8,0.7497,0.9295,108.0,3.0,101.0,4.0,0.231
374776,2257.28,39.42,0.6128,0.6148,22.0,0.0,18.0,4.0,6.864
528854,13688.33,118.48,2.6107,2.0896,71.0,4.0,36.0,31.0,2.958
531546,2194.84,43.97,0.4212,0.18,114.0,15.0,77.0,22.0,2.958
364674,5926.28,258.97,1.6961,0.0,0.0,0.0,0.0,0.0,0.0
164478,62.93,2.16,0.0396,0.0246,23.0,2.0,19.0,2.0,5.174
125955,2775.38,29.6,2.227,0.2318,1.0,1.0,0.0,0.0,0.0
152416,17785.94,193.13,11.7961,6.5687,10.0,0.0,10.0,0.0,0.5
329849,962.76,11.42,0.2953,2.2696,56.0,2.0,50.0,4.0,0.304
177756,886.26,40.77,0.5215,0.4518,93.0,38.0,49.0,6.0,3.0
554708,36991.9,411.89,6.743,6.1449,22.0,3.0,12.0,7.0,5.227
880325,4290.5,46.12,0.4926,0.7866,17.0,1.0,14.0,2.0,1.588
124599,2107.77,43.91,1.7269,2.3348,10.0,0.0,10.0,0.0,0.0
1525710,87768.38,698.93,5.7984,4.8973,40.0,0.0,22.0,18.0,1.5
273446,2255.66,73.53,0.8518,1.0644,19.0,0.0,17.0,2.0,0.895
227744,159.87,185.76,0.1518,0.0203,15.0,1.0,7.0,7.0,1.0
245027,688.62,16.91,0.2879,0.0065,1.0,0.0,1.0,0.0,0.0
702519,35274.13,544.13,5.0985,4.5579,15.0,2.0,11.0,2.0,0.0
208025,283.11,39.05,0.1549,0.2056,6.0,1.0,4.0,1.0,2.833
421419,4323.96,37.22,1.0349,0.6724,27.0,10.0,7.0,10.0,1.926
339730,613.87,16.27,0.1855,0.0933,79.0,15.0,57.0,7.0,1.165
288732,60790.8,229.3,21.1338,1.3033,1.0,0.0,0.0,1.0,0.0
355607,3477.24,63.79,0.9958,0.3545,2.0,0.0,0.0,2.0,3.5
148882,1825.49,67.9,1.2717,0.2655,3.0,0.0,1.0,2.0,22.667
186661,3521.47,36.5,1.9061,1.9209,6.0,0.0,3.0,3.0,0.667
159331,2085.27,31.73,1.3287,1.0247,21.0,0.0,12.0,9.0,0.571
180165,7915.87,90.17,4.4437,1.5016,18.0,2.0,11.0,5.0,0.944
246784,12086.44,33.29,4.9111,0.0847,1.0,0.0,1.0,0.0,0.0
466416,2637.65,472.98,0.6669,0.2954,50.0,0.0,47.0,3.0,7.48
660407,14798.08,70.67,2.2515,1.1718,5.0,1.0,2.0,2.0,1.2
654376,10070.0,268.32,1.5799,0.9403,14.0,0.0,12.0,2.0,0.786
757532,39753.72,461.47,5.3087,1.752,3.0,1.0,1.0,1.0,0.0
503740,34074.89,140.3,6.7922,0.0,0.0,0.0,0.0,0.0,0.0
778162,24128.54,578.24,3.175,14.4506,55.0,0.0,49.0,6.0,0.909
208752,5461.19,25.94,2.6285,0.3449,1.0,0.0,0.0,1.0,4.0
573204,14828.54,141.1,2.6116,0.9278,1.0,0.0,1.0,0.0,0.0
292402,8348.79,105.48,2.8913,6.2105,18.0,0.0,4.0,14.0,2.611
248348,21212.75,175.8,8.6123,12.011,2.0,1.0,0.0,1.0,0.0
887501,2938.49,45.55,0.3362,0.1609,179.0,15.0,155.0,9.0,10.704
393264,7633.34,173.28,1.9851,0.251,8.0,1.0,3.0,4.0,2.75
468457,8003.44,110.77,1.7321,0.6036,12.0,3.0,0.0,9.0,0.0
501007,4847.59,94.53,0.9864,0.4002,31.0,11.0,12.0,8.0,4.839
430561,24062.2,165.63,5.627,0.7501,3.0,0.0,2.0,1.0,0.333
110822,2447.46,2895.53,4.8212,0.6822,29.0,12.0,8.0,9.0,0.207
116110,3008.88,13.79,2.6033,4.97,10.0,1.0,6.0,3.0,1.1
200312,1729.75,23.55,0.8753,1.4086,46.0,0.0,40.0,6.0,8.391
525432,7484.57,219.57,1.4662,3.5489,27.0,0.0,27.0,0.0,4.296
198019,7486.03,287.4,3.9256,6.6337,24.0,1.0,16.0,7.0,2.125
248802,6061.86,183.52,2.5102,1.7068,31.0,0.0,21.0,10.0,3.806
358780,3708.7,32.95,1.0429,0.4482,34.0,2.0,29.0,3.0,0.441
465027234,8671952.69,51758.33,1.876,1.5903,31.0,6.0,6.0,19.0,0.323
356687629,8296735.66,47534.12,2.3394,1.6189,45.0,3.0,11.0,31.0,0.044
347032978,6895177.81,47044.54,2.0005,1.9045,27.0,2.0,12.0,13.0,0.704
334551681,6252711.42,39167.12,1.8807,0.772,21.0,2.0,4.0,15.0,0.333
327064138,1874150.5,8529.75,0.5756,0.3723,60.0,6.0,50.0,4.0,1.067
323090977,3536820.06,16964.81,1.0999,0.9689,30.0,1.0,4.0,25.0,0.0
321374794,3712125.93,19077.73,1.161,1.0158,35.0,10.0,6.0,19.0,0.2
267023539,3627594.67,24558.15,1.3677,0.6771,24.0,1.0,8.0,15.0,0.0
260359924,2391194.0,10442.21,0.9224,0.3112,30.0,5.0,3.0,22.0,0.5
247599374,5520992.5,21191.33,2.2384,1.9339,12.0,1.0,0.0,11.0,0.333
247448517,1887637.68,10084.75,0.7669,0.4042,5.0,1.0,0.0,4.0,0.0
232020700,304664.0,1225.23,0.1318,0.0726,183.0,74.0,63.0,46.0,0.41
228524022,333382.0,5520.94,0.1483,0.0755,30.0,4.0,13.0,13.0,0.9
218097325,2397441.0,334.73,1.0994,1.7283,4.0,1.0,1.0,2.0,0.25
217547805,1691841.5,11942.84,0.7832,0.541,18.0,2.0,12.0,4.0,0.556
206743723,3472381.5,18090.07,1.6883,1.1349,7.0,1.0,5.0,1.0,3.0
197697257,2161401.25,19624.63,1.1032,0.6336,49.0,1.0,5.0,43.0,1.204
188868254,1767538.46,6616.93,0.9394,1.2607,9.0,2.0,0.0,7.0,0.0
178122866,1311897.7,6343.57,0.7401,0.913,6.0,1.0,2.0,3.0,2.5
176162107,2705534.49,47.64,1.5358,1.2232,35.0,5.0,12.0,18.0,0.686
167005817,720700.26,4824.75,0.4344,0.2112,61.0,5.0,35.0,21.0,0.311
148755284,533486.92,3749.93,0.3612,0.1047,70.0,13.0,34.0,23.0,0.771
147816903,5744110.0,16106.14,3.8969,5.6179,2.0,1.0,0.0,1.0,0.0
137199449,3094440.72,18910.93,2.2692,1.5713,18.0,1.0,2.0,15.0,0.111
136695965,1146626.67,9535.06,0.8458,0.2828,18.0,2.0,5.0,11.0,0.056
133436105,3691546.0,20974.19,2.7822,2.9145,10.0,0.0,6.0,4.0,0.6
127326148,2102660.33,13785.98,1.6622,0.9984,19.0,3.0,10.0,6.0,0.421
123619409,424885.52,3787.96,0.3468,0.0862,0.0,0.0,0.0,0.0,0.0
121711711,1009067.54,3553.24,0.832,0.7848,508.0,256.0,134.0,118.0,1.205
116476688,1723164.25,83.42,1.4795,1.3645,16.0,1.0,5.0,10.0,0.0
115007167,465597.39,3862.72,0.4082,0.3146,14.0,9.0,2.0,3.0,0.071
109950457,1176560.05,4342.09,1.074,0.6355,510.0,224.0,129.0,157.0,0.216
104462435,8520777.67,45267.42,8.2001,4.8839,22.0,3.0,5.0,14.0,0.0
85085187,2091782.11,4827.43,2.4641,1.6525,33.0,0.0,0.0,33.0,0.0
83763785,1377079.5,4787.18,1.6497,0.8213,6.0,0.0,0.0,6.0,0.167
81632030,1384972.67,7997.02,1.7064,0.7229,10.0,10.0,0.0,0.0,0.1
80262430,1580291.63,4660.02,1.9747,2.2966,30.0,2.0,12.0,16.0,0.9
79870794,5650260.5,51630.4,7.1389,10.344,18.0,1.0,2.0,15.0,0.333
78572117,1172499.9,3965.17,1.4973,1.0579,39.0,26.0,5.0,8.0,7.41
75751033,973225.62,6292.06,1.2931,0.7295,24.0,5.0,11.0,8.0,0.333
74890004,2555316.25,6586.71,3.4209,3.1771,5.0,0.0,2.0,3.0,0.2
74552708,205719.22,2673.9,0.2795,0.1649,754.0,96.0,579.0,79.0,0.853
74516736,1237162.25,4077.07,1.6657,0.8163,34.0,10.0,7.0,17.0,0.382
73424750,1609147.0,6224.39,2.2,1.8881,50.0,17.0,15.0,18.0,1.92
73016997,148111.84,389.13,0.2034,0.0287,178.0,29.0,125.0,24.0,0.652
72335779,2454367.87,10607.12,3.4077,3.3776,12.0,1.0,2.0,9.0,0.417
70376999,1530347.0,7334.27,2.1849,0.8883,9.0,1.0,3.0,5.0,0.667
69407554,3500515.0,23995.51,5.078,2.5101,29.0,1.0,14.0,14.0,0.0
68938585,374008.69,1014.69,0.544,0.308,1660.0,102.0,821.0,737.0,0.559
68330604,2953851.5,24367.34,4.3585,2.3288,25.0,3.0,17.0,5.0,0.12
68085856,5080827.58,42238.5,7.5244,11.4819,35.0,9.0,1.0,25.0,0.0
67796542,1544528.95,4756.23,2.2852,1.3679,7.0,2.0,4.0,1.0,4.286
67657871,5408241.0,27396.79,8.034,12.607,12.0,1.0,8.0,3.0,0.417
67428908,1759431.13,6892.53,2.6195,4.1351,43.0,7.0,14.0,22.0,1.581
67398061,891414.08,4286.84,1.329,0.5793,50.0,10.0,22.0,18.0,1.62
67107508,1858345.0,6711.49,2.7792,0.01,0.0,0.0,0.0,0.0,0.0
65962589,4172263.17,35250.46,6.3786,7.2041,36.0,25.0,11.0,0.0,3.417
65597009,1674335.25,8971.83,2.5661,3.7466,7.0,1.0,2.0,4.0,3.143
65477707,614677.0,6039.92,0.948,0.3852,16.0,3.0,11.0,2.0,0.625
65358436,328737.6,1066.22,0.5046,0.502,165.0,23.0,80.0,62.0,1.394
64375364,1853523.93,7368.13,2.8907,1.9435,28.0,1.0,9.0,18.0,0.179
64260079,1408560.33,12989.7,2.2122,0.0202,28.0,3.0,18.0,7.0,0.214
62899363,387143.97,3716.76,0.6214,0.7298,718.0,73.0,378.0,267.0,1.102
62896138,857234.11,7632.59,1.3751,0.8756,35.0,6.0,18.0,12.0,0.829
62706097,1195150.82,8056.75,1.9188,1.4852,16.0,1.0,1.0,14.0,0.063
62614053,1516770.0,7210.88,2.4339,1.3577,14.0,4.0,10.0,0.0,1.429
62118961,1143262.33,4780.74,1.8481,0.973,0.0,0.0,0.0,0.0,0.0
62062471,4493906.63,35145.85,7.2976,9.2481,15.0,0.0,1.0,14.0,0.933
60940323,4586884.94,31561.86,7.5786,8.6415,23.0,6.0,9.0,8.0,0.304
59276468,1925204.75,5906.84,3.2578,1.9773,23.0,4.0,4.0,4.0,0.917
58974258,384605.41,1878.23,0.6553,0.5057,555.0,129.0,160.0,266.0,3.378
58591940,1616371.15,16203.31,2.7863,0.7458,51.0,12.0,22.0,17.0,0.216
58181054,678711.32,5559.04,1.1761,0.4668,420.0,228.0,179.0,13.0,4.212
57439765,693038.17,2503.04,1.2109,1.3071,27.0,8.0,5.0,14.0,0.815
55869867,876565.0,5392.55,1.5786,2.3488,20.0,9.0,8.0,23.0,0.75
55165178,2745384.0,8745.58,4.9925,3.275,24.0,3.0,13.0,8.0,0.75
54634350,1397068.0,5836.7,2.5678,1.334,11.0,6.0,2.0,3.0,0.091
54512391,1541239.42,7579.64,2.8412,2.543,15.0,6.0,6.0,3.0,0.2
54422099,3028630.75,20350.11,5.6025,12.8069,8.0,1.0,3.0,4.0,0.0
54158640,398191.42,3509.69,0.7417,0.2203,14.0,2.0,3.0,9.0,4.429
54105006,3987302.67,18188.15,7.4032,8.5155,23.0,3.0,11.0,9.0,0.696
54054171,201090.73,952.79,0.3738,0.2619,655.0,246.0,279.0,130.0,0.377
53887887,2262103.5,9847.06,4.2161,2.173,2.0,2.0,0.0,0.0,0.0
53554512,976812.5,6598.76,1.8363,0.3956,88.0,5.0,77.0,6.0,0.784
53359256,1132707.39,2687.93,2.1278,2.1208,24.0,0.0,8.0,16.0,0.667
53210425,2984656.25,12541.24,5.6327,4.045,6.0,1.0,5.0,0.0,0.5
53190031,769200.1,3678.44,1.4531,0.5912,55.0,6.0,45.0,4.0,2.091
53092230,1435302.77,13384.04,2.7286,1.2065,25.0,9.0,13.0,3.0,0.12
52980205,1399897.75,17133.1,2.6746,1.298,6.0,2.0,4.0,0.0,1.333
52762698,920868.0,5561.65,1.7558,0.8891,27.0,2.0,17.0,8.0,0.593
52261132,966414.75,3086.92,1.8551,1.6188,34.0,1.0,13.0,20.0,0.176
52170594,149139.98,849.22,0.2875,0.1786,59.0,8.0,25.0,26.0,1.102
52062772,1615190.0,6306.8,3.1145,1.8825,34.0,5.0,15.0,14.0,0.853
51823495,1786297.25,12480.29,3.471,2.9182,10.0,6.0,1.0,3.0,0.0
50846051,863448.18,4092.41,1.7062,1.9295,1217.0,320.0,194.0,703.0,0.023
50651842,187183.89,2296.07,0.3741,0.0655,66.0,3.0,59.0,4.0,1.621
50542177,4739484.5,32030.8,9.4407,6.1149,5.0,1.0,0.0,4.0,0.0
50389066,707602.75,6837.59,1.4178,1.0987,28.0,11.0,11.0,6.0,0.214
49753046,1414736.5,10241.78,2.8641,0.8695,15.0,2.0,0.0,12.0,0.133
49721095,898828.33,3057.47,1.8139,1.6787,51.0,6.0,33.0,12.0,1.588
49106907,354127.39,1544.5,0.7243,1.0083,32.0,1.0,1.0,30.0,0.313
49030990,2414815.0,13184.89,4.952,3.3245,10.0,1.0,4.0,5.0,0.3
48873294,4278895.0,14338.72,8.7844,3.2486,15.0,2.0,3.0,10.0,0.2
48757827,116555.04,482.49,0.24,0.1964,95.0,17.0,21.0,57.0,3.758
48520702,131578.75,652.75,0.2725,0.2251,120.0,13.0,71.0,36.0,3.825
48422538,377882.0,1242.6,0.783,0.5911,133.0,11.0,78.0,44.0,1.759
48100914,1609562.92,2931.68,3.3523,3.47,10.0,0.0,1.0,9.0,0.2
47821374,764641.0,3405.63,1.6061,1.0818,6.0,0.0,4.0,2.0,0.333
47720068,1791513.81,7572.24,3.7701,2.4941,13.0,2.0,1.0,10.0,0.385
47647921,2116102.0,13236.62,4.4689,3.0611,15.0,0.0,0.0,15.0,7.4
46891641,730786.58,5602.5,1.5704,0.3681,26.0,0.0,26.0,0.0,2.769
46618064,157499.21,342.39,0.3386,0.034,425.0,0.0,425.0,0.0,4.972
46343441,636092.65,1561.74,1.3759,0.4895,7.0,3.0,0.0,4.0,0.143
46328487,15538683.0,0.31,33.5402,28.622,1.0,0.0,0.0,1.0,0.0
46292534,4896516.5,61609.19,10.7104,7.0945,1.0,0.0,0.0,1.0,0.0
46197756,4713926.5,69133.05,10.3534,8.4353,8.0,5.0,2.0,1.0,0.125
46091767,579900.94,6269.25,1.2717,0.4588,71.0,1.0,27.0,43.0,0.859
45916230,2012107.0,217.98,4.3826,3.1652,4.0,0.0,0.0,4.0,0.0
45822094,1137054.13,4820.9,2.492,0.8649,179.0,36.0,80.0,63.0,1.022
45807054,650651.25,5624.25,1.4327,1.6831,19.0,1.0,11.0,7.0,1.158
45803997,3014369.75,12261.45,6.6078,5.1357,15.0,0.0,7.0,8.0,0.067
45782549,189864.0,455.88,0.4157,0.1163,104.0,41.0,40.0,23.0,0.481
45180601,431240.25,903.1,0.9565,0.4447,20.0,3.0,8.0,9.0,1.15
44569769,1090495.75,3599.15,2.4548,1.2983,31.0,5.0,18.0,8.0,0.677
44507303,1366929.0,5184.59,3.0829,3.2602,16.0,0.0,9.0,7.0,0.375
44043371,801790.5,3327.2,1.828,0.9638,20.0,1.0,2.0,17.0,0.15
43950253,564755.73,2424.51,1.2905,1.1284,28.0,0.0,7.0,21.0,0.5
43727522,476983.71,6853.56,1.1065,1.0194,71.0,5.0,45.0,21.0,0.986
43427057,1615511.5,6873.61,3.7359,3.8217,9.0,2.0,4.0,3.0,1.111
43340622,383991.93,2543.39,0.8919,0.2973,21.0,6.0,11.0,4.0,0.286
43312974,1326973.63,10851.72,3.0887,2.0691,33.0,6.0,9.0,18.0,1.03
43215034,1065018.25,5572.78,2.4774,1.5428,29.0,6.0,14.0,9.0,1.448
43067731,1002055.0,7223.03,2.3435,0.9384,15.0,3.0,5.0,7.0,1.267
42991683,806313.0,2654.31,1.8817,0.9149,6.0,0.0,4.0,2.0,1.5
42970746,67247.15,454.87,0.1576,0.0283,426.0,199.0,213.0,14.0,0.284
42000622,664476.0,3186.9,1.5897,1.1204,10.0,2.0,6.0,2.0,1.7
41807497,523267.07,9891.54,1.2753,1.1261,43.0,20.0,20.0,3.0,0.0
41681598,1058071.0,10442.05,2.5635,0.0251,5.0,0.0,5.0,0.0,0.0
41310397,3644587.5,58246.56,8.9634,14.6266,2.0,0.0,1.0,1.0,0.0
41223938,88831.5,532.82,0.2168,0.1561,233.0,32.0,72.0,129.0,2.176
41161527,1364004.6,5436.97,3.327,2.2516,75.0,7.0,41.0,27.0,1.2
40741767,4565592.5,36019.4,11.2946,1.8841,7.0,1.0,3.0,3.0,0.0
40573646,586382.33,3469.9,1.4538,0.0087,23.0,0.0,5.0,18.0,0.391
40402560,3150451.0,8362.43,7.8183,3.3012,23.0,4.0,4.0,15.0,0.043
40223677,1141438.67,7543.17,2.8565,3.9671,26.0,7.0,13.0,6.0,0.038
40112340,1015087.5,3003.62,2.5381,0.7576,10.0,2.0,5.0,3.0,0.6
39745058,250762.07,715.55,0.6327,0.4098,15.0,6.0,5.0,4.0,0.267
39515025,346708.0,1254.34,0.8806,0.4201,905.0,339.0,300.0,266.0,0.291
39439449,738566.85,4255.08,1.8834,0.7035,18.0,2.0,13.0,3.0,0.111
39025459,2237436.0,7401.98,5.7522,8.7571,16.0,2.0,6.0,8.0,0.125
38846946,489665.38,3433.46,1.2693,0.8758,15.0,1.0,3.0,11.0,0.333
38747041,4054863.25,67652.64,10.6396,0.1771,0.0,0.0,0.0,0.0,0.0
38516696,631385.88,3798.85,1.6491,0.5297,44.0,2.0,29.0,13.0,0.568
38465468,89143.6,280.13,0.2325,0.0676,48.0,2.0,2.0,44.0,0.771
38459483,402888.9,2102.06,1.053,0.378,8.0,0.0,7.0,1.0,1.125
38138950,14124890.5,0.52,37.0353,29.8777,0.0,0.0,0.0,0.0,0.0
37993409,695413.12,5034.18,1.8436,1.7519,65.0,0.0,19.0,46.0,1.631
37818287,157546.18,2493.2,0.4232,0.1961,1419.0,503.0,325.0,591.0,0.881
37405186,813539.0,4914.89,2.1881,0.9979,10.0,4.0,3.0,3.0,1.2
37389526,594215.25,1983.72,1.5946,1.5757,212.0,28.0,122.0,34.0,1.099
37149804,256129.74,7318.8,0.7092,0.02,51.0,12.0,34.0,5.0,4.49
36973458,505700.33,1639.37,1.3722,0.6777,17.0,3.0,7.0,7.0,2.294
36935601,816501.0,8524.29,2.2337,1.8701,31.0,0.0,28.0,3.0,26.935
36677982,172773.75,544.69,0.4725,0.1219,6.0,0.0,6.0,0.0,2.167
36381765,1132433.0,4322.97,3.1245,0.9418,33.0,10.0,17.0,6.0,0.636
36182573,1093015.5,9202.01,3.0463,2.6891,16.0,4.0,9.0,3.0,0.625
36005772,10938709.25,0.18,30.3804,0.0,2.0,1.0,0.0,1.0,0.0
35979076,2286897.5,7860.23,6.378,3.121,3.0,1.0,0.0,2.0,0.0
35925441,517671.29,2717.2,1.4485,1.0442,15.0,0.0,11.0,4.0,1.667
35833928,197897.85,384.91,0.5533,0.1817,203.0,9.0,57.0,137.0,3.3
35453527,1110818.83,6014.29,3.1501,1.6986,33.0,1.0,19.0,13.0,1.375
35433452,1130236.5,10506.67,3.2194,1.4375,0.0,0.0,0.0,0.0,0.0
35378098,1294704.75,5295.67,3.6746,2.5384,26.0,5.0,12.0,9.0,0.577
35190427,2668449.0,30747.97,7.6703,4.7808,0.0,0.0,0.0,0.0,0.0
35033518,800379.5,2110.82,2.2906,2.0298,21.0,4.0,7.0,10.0,1.905
34784799,425578.33,4539.77,1.2365,0.6588,0.0,0.0,0.0,0.0,0.0
34714162,234006.21,3542.18,0.6843,0.2189,68.0,1.0,53.0,14.0,0.853
34565086,367804.97,3025.37,1.0728,0.5673,38.0,0.0,18.0,20.0,0.605
34446899,1458303.63,3327.83,4.2431,2.8945,0.0,0.0,0.0,0.0,0.0
34420991,3222808.5,9165.64,9.3895,7.4668,3.0,0.0,0.0,3.0,0.0
34281435,597179.75,2314.91,1.7487,1.6837,13.0,1.0,6.0,6.0,1.462
34246782,151286.6,667.1,0.4437,0.2014,42.0,0.0,15.0,27.0,0.262
33912535,185166.23,1053.81,0.5491,0.443,95.0,11.0,60.0,24.0,0.621
33777981,754879.93,1958.39,2.2406,1.3128,24.0,1.0,2.0,21.0,0.042
33561258,693615.52,5063.58,2.0818,1.2053,24.0,3.0,7.0,14.0,0.25
33536702,232946.53,587.03,0.6964,0.2973,236.0,9.0,110.0,117.0,3.987
33177179,1059596.0,6400.41,3.213,2.5136,8.0,6.0,1.0,1.0,0.375
33102343,391202.17,3792.21,1.1933,0.4341,4.0,1.0,1.0,2.0,2.0
33043019,264547.21,868.89,0.8032,0.8843,27.0,1.0,7.0,19.0,1.852
33024460,205587.96,4795.1,0.6371,0.5092,76.0,5.0,41.0,30.0,0.105
32938902,2044189.0,24680.81,6.2809,3.3629,0.0,0.0,0.0,0.0,0.0
32906383,744225.67,2191.08,2.2683,1.0766,12.0,2.0,7.0,3.0,0.833
32845959,637758.25,3837.25,1.9533,0.8365,96.0,8.0,80.0,8.0,0.708
32812027,625421.48,1588.42,1.9109,1.6422,24.0,0.0,7.0,17.0,0.0
7686,8.01,0.41,0.1095,0.0465,7.0,3.0,0.0,4.0,0.0
2326,39.62,5.89,1.9569,5.2365,5.0,1.0,2.0,2.0,2.0
2104,177.37,19.79,9.3708,0.0,0.0,0.0,0.0,0.0,0.0
2015,137.22,7.8,7.197,0.0,0.0,0.0,0.0,0.0,0.0
1932,68.03,7.52,3.9103,0.6211,1.0,0.0,1.0,0.0,0.0
3904,129.57,6.64,3.4889,3.3235,4.0,0.0,0.0,4.0,0.25
1835,63.09,2.73,3.5869,0.0,0.0,0.0,0.0,0.0,0.0
2038,47.71,4.92,2.5823,3.6016,5.0,2.0,1.0,2.0,4.6
2398,33.05,2.8,1.4952,0.0,0.0,0.0,0.0,0.0,0.0
2129,53.39,5.6,2.7706,2.8828,8.0,1.0,2.0,5.0,0.25
2592,263.53,1.63,10.2299,11.8827,13.0,0.0,1.0,12.0,8.462
2875,50.14,5.66,1.9408,0.3826,1.0,0.0,1.0,0.0,0.0
2796,99.58,7.21,3.8195,0.0,0.0,0.0,0.0,0.0,0.0
4824,278.96,6.18,5.9109,0.0,0.0,0.0,0.0,0.0,0.0
4232,645.38,15.38,15.6134,11.1531,2.0,0.0,0.0,2.0,0.0
4582,433.63,7.78,9.6334,10.9559,3.0,1.0,0.0,2.0,0.0
3341,364.91,9.85,11.2171,4.5615,5.0,2.0,0.0,3.0,0.0
3992,90.63,3.7,2.3631,6.5882,1.0,0.0,0.0,1.0,0.0
3447,30.18,9.91,1.163,1.6028,4.0,0.0,3.0,1.0,14.0
3183,285.8,15.37,9.4619,7.7233,6.0,1.0,1.0,4.0,5.167
5679,163.94,3.9,2.9554,4.3161,9.0,6.0,2.0,1.0,2.222
3095,81.05,4.69,2.7704,1.0178,4.0,3.0,1.0,0.0,6.0
2647,365.4,13.52,14.3152,0.0,0.0,0.0,0.0,0.0,0.0
3910,338.32,26.82,9.3385,12.1739,1.0,0.0,0.0,1.0,0.0
2746,61.42,7.52,2.5107,0.0,0.0,0.0,0.0,0.0,0.0
4865,257.2,22.17,5.7425,0.1028,1.0,1.0,0.0,0.0,0.0
3575,169.36,13.48,5.1145,8.021,4.0,1.0,0.0,3.0,0.0
6502,75.43,6.86,1.2656,0.6152,16.0,11.0,2.0,3.0,0.0
3119,137.67,11.77,4.7915,2.1588,3.0,0.0,2.0,1.0,2.333
5154,53.52,9.97,1.232,2.5094,6.0,0.0,6.0,0.0,5.0
3562,161.98,9.58,4.8161,0.0,0.0,0.0,0.0,0.0,0.0
3970,166.84,4.92,4.3263,0.0,0.0,0.0,0.0,0.0,0.0
4018,55.9,2.28,1.4479,0.0,0.0,0.0,0.0,0.0,0.0
4028,72.64,0.78,1.8228,1.3189,8.0,0.0,3.0,5.0,7.125
4228,773.46,7.78,18.4777,10.6433,2.0,0.0,0.0,2.0,0.5
5105,95.02,8.65,2.0307,1.5524,24.0,2.0,15.0,7.0,7.833
4137,323.29,19.61,8.2887,0.0,0.0,0.0,0.0,0.0,0.0
4503,361.34,24.1,8.5598,12.9025,1.0,0.0,0.0,1.0,0.0
4125,128.59,4.21,3.2195,2.9624,5.0,4.0,0.0,1.0,2.4
8371,226.32,18.57,2.9253,0.0,0.0,0.0,0.0,0.0,0.0
4830,278.96,4.78,5.8745,0.0,0.0,0.0,0.0,0.0,0.0
5255,131.55,3.04,2.561,1.3118,16.0,0.0,4.0,12.0,2.313
4006,90.54,3.89,2.3572,6.0659,2.0,1.0,0.0,1.0,0.0
5365,61.61,0.95,1.1661,1.3793,1.0,0.0,0.0,1.0,2.0
3837,121.07,7.71,3.3564,4.8997,2.0,1.0,1.0,0.0,8.0
3649,359.08,62.54,11.5544,6.0702,2.0,1.0,0.0,1.0,0.0
3156,189.02,17.34,6.5384,2.3263,12.0,4.0,5.0,3.0,24.917
4492,788.06,45.09,18.5473,0.0,0.0,0.0,0.0,0.0,0.0
4867,257.2,22.17,5.7402,0.1027,1.0,1.0,0.0,0.0,0.0
3131,91.52,3.91,3.0479,3.5345,6.0,4.0,0.0,2.0,0.0
7270,143.85,1.5,1.9993,10.8448,12.0,1.0,1.0,10.0,1.25
6084,248.63,14.61,4.3268,1.9987,5.0,0.0,1.0,4.0,0.0
8305,51.44,2.34,0.6476,0.5097,3.0,1.0,2.0,0.0,0.0
6430,38.81,1.98,0.6343,0.0,0.0,0.0,0.0,0.0,0.0
5617,112.37,2.38,2.0429,0.0,0.0,0.0,0.0,0.0,0.0
2038,61.9,1.98,3.1343,8.9794,1.0,1.0,0.0,0.0,9.0
2241,261.0,36.3,13.2664,10.8434,1.0,0.0,0.0,1.0,0.0
6235,219.95,14.27,3.7566,0.0,0.0,0.0,0.0,0.0,0.0
5491,191.71,14.83,3.7615,0.0,0.0,0.0,0.0,0.0,0.0
5390,203.57,24.26,4.227,2.9824,4.0,3.0,0.0,1.0,0.0
8220,256.38,11.12,3.2544,1.9422,43.0,19.0,10.0,13.0,9.442
8400,208.74,11.87,2.6263,3.2619,4.0,2.0,1.0,1.0,0.5
6654,40.12,0.02,0.6033,0.3488,29.0,15.0,14.0,0.0,13.793
